y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
2.0,-0.06168453609023024,-0.23299194368369439,0.42128776364466725,0.2291498715605806,-0.11898149801966022,-0.09230310250731076,-0.10482192924930989,0.6475377253749791,-0.4651211390600485,0.1711435509736047,0.5282440803506795,-0.26317893845193524,0.36034297176143704,-0.14967371085110834,0.38940222451792045,0.06070046072058818,0.7409646703916437,-0.06022351492634591,-0.5425551849253037,-0.5311425735845285
0.0,-0.0700982958997843,-0.2469097190317075,0.5029584106271434,0.26200626439349667,-0.12319789545100396,-0.10619995941164767,-0.1230950585572393,0.7213748180942171,-0.522626114071934,0.15568725007829393,0.5951875387483342,-0.2780914010041079,0.42228692741530716,-0.18323293609461586,0.4489277012314007,0.06665202076576508,0.8672211734447509,-0.06967085909549219,-0.6363013724612582,-0.5804993444282538
0.0,-0.07859980894459619,-0.2113233299718963,0.4359063034256299,0.22941164734462896,-0.11088048915068309,-0.0954384503679143,-0.11500008714695771,0.6674197854267226,-0.48246269921461743,0.15431511029601097,0.5286620673206117,-0.2677984991007381,0.3710356420940823,-0.14948265627026558,0.39254298412965405,0.061611598254077964,0.7909164486659898,-0.05972856650542882,-0.5601811913980378,-0.5379705619480875
1.0,-0.09480308324644535,-0.2892027810729783,0.5328721088068239,0.3177275127763378,-0.1607090393723599,-0.10248436161381161,-0.13633473490461193,0.8116791520653099,-0.5911069569531185,0.2018640011163621,0.6584137698699688,-0.32221994542613114,0.46354234835197183,-0.18306203875369553,0.5054856279929136,0.07356551996078985,0.9619939280995007,-0.09036242165442171,-0.7129488491035741,-0.6788517498764498
2.0,-0.08026212127879262,-0.25536110028624537,0.4977452717721462,0.27897321041673423,-0.14879995258525014,-0.09295738637447357,-0.13179756943136453,0.7381397545337677,-0.5401318930089474,0.18820878621190787,0.5964301429688931,-0.29221122786402703,0.42708982191979883,-0.166800126619637,0.46772703528404236,0.06333081906486768,0.8676331371068955,-0.07769445055164396,-0.6530969694256783,-0.6291719250380993
0.0,-0.10487485989514324,-0.29103702166014245,0.5313869234588411,0.30140342372987006,-0.1492780839275737,-0.11207175619072385,-0.14758348119341666,0.8422568715280957,-0.6047129030028979,0.21457670765618483,0.6511306673288345,-0.33697690491875015,0.46434753992491296,-0.1960676601363553,0.5145071064432462,0.06594725554395053,0.9700848056210412,-0.0696697364315494,-0.7080160793330934,-0.672695726984077
1.0,-0.08321449965895976,-0.2737103015476582,0.5222049294149175,0.3092492964922213,-0.1530432042610996,-0.10441754117388935,-0.12030334292235327,0.7877834675943151,-0.5727180189946118,0.19347019752889288,0.6392617234412361,-0.3197986131497458,0.45243071282611175,-0.1733604908975608,0.486396725563442,0.06722594618651212,0.9309148683267481,-0.09220693835659939,-0.6913430968336031,-0.6605173612342161
0.0,-0.09410049666672252,-0.2615119737334723,0.5032397331886513,0.2644297049142594,-0.14535675405762916,-0.10416936024151699,-0.11831151403833268,0.7629659196665121,-0.5465114983015282,0.182864403828632,0.6005488687822985,-0.30870419723349946,0.42992970416712206,-0.1629745936844238,0.4547423685705939,0.06772912159388841,0.8903282780286877,-0.06380055845866717,-0.645808051145354,-0.6304608612906101
1.0,-0.07976293026877102,-0.2552244607359171,0.4823254495859146,0.315605710609816,-0.14421243575270637,-0.0985799527989002,-0.1029116419449565,0.747511908877641,-0.5515833138488233,0.17841603024862707,0.5945081661920995,-0.29919883341062814,0.41549705411307514,-0.1654308888100786,0.4579747496172786,0.06611966145283077,0.8687964263372123,-0.08893811394227669,-0.6598374098539352,-0.6236800630576909
2.0,-0.09214894837983277,-0.28515237837058044,0.5138708787119907,0.30153457962138497,-0.15183178003391493,-0.11702209176576656,-0.12316640563633131,0.8069763462180677,-0.5741599856511407,0.1954998008744872,0.6476669823345931,-0.3091597408056259,0.45760879406462546,-0.18287001328502336,0.5029469692836637,0.07535091935373518,0.9414697192285372,-0.08307541688175304,-0.6877077221870422,-0.6786033653694651
